"gisjoin","year","state","county","statefips","countyfips","year.new","owner_occupied_1_01_to_1_50_occupants_per_room","owner_occupied_1_51_to_2_00_occupants_per_room","owner_occupied_2_01_or_more_occupants_per_room","renter_occupied_1_01_to_1_50_occupants_per_room","renter_occupied_1_51_to_2_00_occupants_per_room","renter_occupied_2_01_or_more_occupants_per_room","built_1939_or_earlier","median_gross_rent","X35_to_64_years_with_one_type_of_health_insurance_coverage_with_medicare_coverage_only","X35_to_64_years_with_one_type_of_health_insurance_coverage_with_medicaid_means_tested_public_coverage_only","X35_to_64_years_with_one_type_of_health_insurance_coverage_with_va_health_care_only","X35_to_64_years_with_two_or_more_types_of_health_insurance_coverage_with_medicare_and_medicaid_means_tested_public_coverage","X35_to_64_years_with_two_or_more_types_of_health_insurance_coverage_other_public_only_combinations","X35_to_64_years_no_health_insurance_coverage","X65_years_and_over_with_one_type_of_health_insurance_coverage_with_medicare_coverage_only","X65_years_and_over_with_one_type_of_health_insurance_coverage_with_va_health_care_only","X65_years_and_over_with_two_or_more_types_of_health_insurance_coverage_with_medicare_and_medicaid_means_tested_public_coverage","X65_years_and_over_with_two_or_more_types_of_health_insurance_coverage_other_public_only_combinations","X65_years_and_over_no_health_insurance_coverage","male_35_to_64_years_with_a_disability","male_65_to_74_years_with_a_disability","female_35_to_64_years_with_a_disability","female_65_to_74_years_with_a_disability"
"g1800550",2017,"indiana","greene county",18,55,2017,176,6,14,44,105,102,3066,"604",304,1057,81,359,12,1734,1020,0,215,152,19,1176,553,1349,555
"g1800570",2017,"indiana","hamilton county",18,57,2017,260,63,10,489,129,18,5053,"1103",887,2335,330,1043,106,7204,9021,23,567,356,104,3898,1990,4797,1631
"g1800590",2017,"indiana","hancock county",18,59,2017,47,42,44,4,50,7,3003,"868",395,1043,53,458,69,2435,2103,13,149,184,0,1514,870,2118,794
"g1800610",2017,"indiana","harrison county",18,61,2017,164,0,0,72,19,0,2392,"696",377,704,50,619,23,1417,1650,0,333,326,20,1525,865,1370,642
"g1800630",2017,"indiana","hendricks county",18,63,2017,230,0,17,188,156,227,3381,"1026",975,1930,180,451,232,4787,5182,3,355,313,72,3692,1435,3445,1391
"g1800650",2017,"indiana","henry county",18,65,2017,48,3,4,51,4,0,5790,"687",481,1825,117,386,67,2487,1579,0,363,203,11,1676,625,1546,792
"g1800670",2017,"indiana","howard county",18,67,2017,78,7,0,92,19,0,7974,"678",656,2436,125,739,87,3954,2403,37,419,279,0,2894,1175,2883,1537
"g1800690",2017,"indiana","huntington county",18,69,2017,60,12,0,71,10,0,6483,"690",279,779,67,289,44,1489,1799,0,200,122,10,1303,431,1033,395
"g1800710",2017,"indiana","jackson county",18,71,2017,130,20,14,59,43,32,2959,"729",459,1316,58,475,11,2308,1775,0,456,125,17,1209,469,1523,498
"g1800730",2017,"indiana","jasper county",18,73,2017,159,0,0,86,12,6,1669,"764",338,799,23,390,0,1253,1283,0,183,64,26,1038,304,925,468
"g1800750",2017,"indiana","jay county",18,75,2017,130,8,0,81,7,49,3210,"608",187,758,39,253,50,950,976,2,271,111,0,786,334,671,344
"g1800770",2017,"indiana","jefferson county",18,77,2017,86,48,8,124,50,0,3109,"723",156,801,96,281,109,1563,1154,9,252,205,0,835,576,807,438
"g1800790",2017,"indiana","jennings county",18,79,2017,66,10,0,95,41,0,1441,"735",337,755,112,483,62,1314,1021,0,395,120,47,1129,447,1047,293
"g1800810",2017,"indiana","johnson county",18,81,2017,278,51,28,520,94,42,4400,"896",776,2410,529,897,73,5191,4857,12,606,547,22,2569,1176,3316,1333
"g1800830",2017,"indiana","knox county",18,83,2017,33,11,0,154,31,0,5259,"663",202,1366,67,406,39,1926,1467,0,282,179,2,1246,683,1409,508
"g1800850",2017,"indiana","kosciusko county",18,85,2017,305,9,16,225,160,0,6593,"733",690,1267,106,515,34,3893,4006,0,498,384,108,2131,895,2320,884
"g1800870",2017,"indiana","lagrange county",18,87,2017,340,60,42,32,3,16,3173,"717",259,473,10,200,1,3801,1394,16,141,117,517,862,435,832,322
"g1800890",2017,"indiana","lake county",18,89,2017,1367,261,81,2108,240,51,34841,"852",3976,16503,719,3549,504,22297,19027,77,3748,1456,314,13201,5624,14651,6086
"g1800910",2017,"indiana","laporte county",18,91,2017,439,20,1,358,53,45,10699,"729",1160,2969,132,1008,131,4664,4596,10,747,574,0,2702,1511,2943,1179
"g1800930",2017,"indiana","lawrence county",18,93,2017,180,9,0,102,0,8,3857,"674",454,926,235,587,72,2140,1845,0,353,93,0,2080,778,1557,652
"g1800950",2017,"indiana","madison county",18,95,2017,255,15,6,364,73,47,12364,"742",1488,4492,274,1740,141,6067,4020,6,1358,346,7,4590,1755,5454,1735
"g1800970",2017,"indiana","marion county",18,97,2017,1757,299,105,3481,1205,654,67229,"836",7826,36475,3424,8673,1133,52327,31306,161,8354,2768,878,26405,7925,30099,10379
"g1800990",2017,"indiana","marshall county",18,99,2017,283,95,0,159,59,59,5200,"681",442,1086,102,400,48,2506,2805,0,323,261,32,1579,651,987,522
"g1801010",2017,"indiana","martin county",18,101,2017,22,28,0,2,0,31,617,"506",88,263,13,137,0,451,395,0,63,62,11,342,144,378,157
"g1801030",2017,"indiana","miami county",18,103,2017,107,46,5,110,0,0,5788,"706",219,964,139,248,34,1504,1048,0,229,224,23,1026,587,1161,483
"g1801050",2017,"indiana","monroe county",18,105,2017,68,68,41,391,145,8,4501,"869",708,3161,300,626,101,4045,4360,0,808,365,118,3399,1002,3427,1090
"g1801070",2017,"indiana","montgomery county",18,107,2017,79,3,0,92,0,0,4922,"661",233,583,80,287,50,1897,1523,0,243,239,37,1129,465,1102,428
"g1801090",2017,"indiana","morgan county",18,109,2017,151,11,19,158,87,3,3321,"784",761,2071,134,593,66,3129,2776,2,357,347,13,2053,982,2687,953
"g1801110",2017,"indiana","newton county",18,111,2017,16,5,0,43,9,0,1671,"715",158,390,18,94,30,872,519,0,93,120,0,473,138,486,169
"g1801130",2017,"indiana","noble county",18,113,2017,152,66,29,195,43,0,5277,"673",477,917,72,364,24,1787,1951,0,223,310,79,1592,672,1206,429
"g1801150",2017,"indiana","ohio county",18,115,2017,0,0,12,9,0,0,689,"716",92,79,4,55,0,222,391,0,42,19,0,145,54,184,95
"g1801170",2017,"indiana","orange county",18,117,2017,143,17,0,19,0,0,1613,"589",281,735,98,277,10,919,866,0,251,131,15,876,375,924,450
"g1801190",2017,"indiana","owen county",18,119,2017,137,39,0,47,23,32,1626,"673",229,807,78,185,9,1043,1182,0,164,141,2,877,400,686,270
"g1801210",2017,"indiana","parke county",18,121,2017,55,67,0,56,18,0,1886,"563",132,636,43,207,45,853,819,0,98,149,0,692,259,538,334
"g1801230",2017,"indiana","perry county",18,123,2017,44,8,9,0,0,0,1557,"585",187,461,10,110,37,768,808,0,193,106,0,612,242,536,224
"g1801250",2017,"indiana","pike county",18,125,2017,0,0,0,30,0,0,1111,"634",72,320,8,144,10,319,526,0,77,88,5,389,201,442,199
"g1801270",2017,"indiana","porter county",18,127,2017,404,36,2,516,65,12,5490,"899",973,3300,88,927,90,6270,5688,0,795,398,33,3505,1643,3949,1725
"g1801290",2017,"indiana","posey county",18,129,2017,58,0,17,18,0,0,1834,"698",179,596,3,160,11,698,1318,9,193,52,0,741,295,648,378
"g1801310",2017,"indiana","pulaski county",18,131,2017,34,0,0,44,15,0,1670,"665",83,406,29,97,16,614,618,0,57,69,0,533,222,471,182
"g1801330",2017,"indiana","putnam county",18,133,2017,148,64,0,117,63,0,2636,"734",239,658,30,241,65,1503,1180,0,169,169,2,1019,347,898,595
"g1801350",2017,"indiana","randolph county",18,135,2017,25,0,0,61,7,0,4486,"623",269,693,48,275,27,1479,1243,0,186,164,0,782,483,794,319
"g1801370",2017,"indiana","ripley county",18,137,2017,200,11,0,71,76,0,2757,"682",278,494,44,253,39,1018,1079,10,220,216,28,681,417,875,416
"g1801390",2017,"indiana","rush county",18,139,2017,16,35,0,14,0,0,2841,"650",115,347,49,126,39,991,764,0,141,74,13,495,232,458,270
"g1801410",2017,"indiana","st. joseph county",18,141,2017,715,39,17,545,221,5,20948,"743",2234,6629,341,1923,322,12692,12176,6,1867,985,287,7504,2662,7314,2657
"g1801430",2017,"indiana","scott county",18,143,2017,31,0,0,4,43,0,1272,"769",373,500,40,298,36,965,676,18,183,118,4,949,403,921,265
"g1801450",2017,"indiana","shelby county",18,145,2017,102,0,0,218,62,8,4686,"754",306,817,139,249,69,2040,1709,0,378,231,12,1198,590,1213,664
"g1801470",2017,"indiana","spencer county",18,147,2017,26,18,0,26,4,0,1447,"650",191,409,42,170,8,786,795,0,147,26,2,511,354,663,284
"g1801490",2017,"indiana","starke county",18,149,2017,46,10,9,62,10,5,1955,"665",251,950,32,251,49,969,1062,0,237,58,12,880,364,839,313
"g1801510",2017,"indiana","steuben county",18,151,2017,60,0,0,80,12,0,4346,"729",242,612,176,241,18,1466,1875,0,176,266,0,835,594,979,517
"g1801530",2017,"indiana","sullivan county",18,153,2017,56,9,0,0,19,92,2318,"668",173,926,102,151,6,1032,523,0,147,52,0,760,283,693,352
"g1801550",2017,"indiana","switzerland county",18,155,2017,37,48,0,55,8,0,1184,"763",73,310,21,114,29,549,414,0,114,75,39,364,241,341,157
"g1801570",2017,"indiana","tippecanoe county",18,157,2017,358,15,18,464,296,16,9368,"823",790,2980,298,1339,73,6921,4415,2,494,277,121,3151,1697,4066,1689
"g1801590",2017,"indiana","tipton county",18,159,2017,27,0,0,9,22,0,2457,"725",128,175,137,95,12,568,558,0,80,42,0,583,214,513,197
"g1801610",2017,"indiana","union county",18,161,2017,0,4,0,36,0,0,999,"741",98,140,34,68,0,501,395,0,77,48,0,212,120,189,125
"g1801630",2017,"indiana","vanderburgh county",18,163,2017,342,82,12,480,146,180,15961,"751",1672,5544,479,1581,244,8133,8337,0,1266,670,99,6418,2198,5554,2215
"g1801650",2017,"indiana","vermillion county",18,165,2017,13,5,19,37,9,24,2935,"581",131,489,111,159,47,847,660,2,123,59,0,636,253,645,295
"g1801670",2017,"indiana","vigo county",18,167,2017,137,16,49,165,227,52,12789,"717",1189,3769,161,1200,110,4517,3838,5,1158,371,31,4133,1394,3887,1635
"g1801690",2017,"indiana","wabash county",18,169,2017,31,0,0,71,46,0,5562,"663",205,607,27,276,34,1428,1562,0,177,137,0,749,458,874,408
"g1801710",2017,"indiana","warren county",18,171,2017,56,0,0,23,0,0,1022,"763",37,102,6,47,0,156,399,0,77,56,0,194,154,242,188
"g1801730",2017,"indiana","warrick county",18,173,2017,170,13,0,187,84,0,2484,"826",275,931,38,348,16,1853,2467,0,278,235,13,1285,619,1385,582
"g1801750",2017,"indiana","washington county",18,175,2017,48,32,2,54,22,0,1859,"639",464,915,73,353,182,1675,1012,0,306,196,1,1177,411,1094,399
"g1801770",2017,"indiana","wayne county",18,177,2017,105,44,0,80,155,74,9199,"665",891,2151,273,956,102,3671,3533,23,577,386,4,2551,895,2689,1131
"g1801790",2017,"indiana","wells county",18,179,2017,21,11,0,8,0,0,3705,"662",213,419,55,225,35,1047,1404,0,162,68,14,668,361,795,283
"g1801810",2017,"indiana","white county",18,181,2017,69,14,0,62,9,10,2636,"703",211,591,27,262,13,1034,1203,0,172,133,0,706,390,852,215
"g1801830",2017,"indiana","whitley county",18,183,2017,77,2,13,58,0,0,3367,"645",326,771,119,152,8,1181,1316,0,179,184,16,1208,508,1147,410
"g1900010",2017,"iowa","adair county",19,1,2017,18,0,0,3,0,0,1354,"549",33,129,10,46,21,214,288,0,70,46,0,196,73,167,100
"g1900030",2017,"iowa","adams county",19,3,2017,3,0,0,0,8,0,942,"476",18,134,1,20,0,128,135,0,38,31,0,118,62,75,49
"g1900050",2017,"iowa","allamakee county",19,5,2017,46,14,2,78,2,0,2492,"562",74,427,88,89,2,416,571,0,56,97,0,260,206,256,135
"g1900070",2017,"iowa","appanoose county",19,7,2017,30,22,16,49,0,0,2277,"569",50,507,29,176,15,509,618,0,164,124,0,393,206,458,165
"g1900090",2017,"iowa","audubon county",19,9,2017,2,0,0,0,0,0,1204,"560",20,228,17,51,11,182,282,0,56,16,0,103,86,161,52
"g1900110",2017,"iowa","benton county",19,11,2017,50,6,2,24,21,0,3944,"608",157,632,68,330,36,435,949,0,217,182,0,564,283,455,250
"g1900130",2017,"iowa","black hawk county",19,13,2017,131,56,0,392,174,83,11478,"747",628,4006,220,1360,142,2783,3978,0,907,294,49,2941,1378,2754,1026
"g1900150",2017,"iowa","boone county",19,15,2017,25,0,8,93,116,0,4306,"670",106,519,42,297,13,612,906,0,151,119,0,782,289,630,266
"g1900170",2017,"iowa","bremer county",19,17,2017,16,8,0,18,0,0,3198,"625",39,362,28,69,9,512,788,0,120,88,0,369,234,365,176
"g1900190",2017,"iowa","buchanan county",19,19,2017,61,0,0,19,14,0,2661,"668",37,436,17,130,9,557,893,13,112,35,21,311,179,326,158
"g1900210",2017,"iowa","buena vista county",19,21,2017,195,17,0,256,32,27,2412,"640",34,576,27,104,16,1017,601,2,75,69,0,399,163,301,135
"g1900230",2017,"iowa","butler county",19,23,2017,30,0,16,22,2,0,2831,"614",70,259,14,110,0,262,666,0,49,47,7,305,153,230,128
"g1900250",2017,"iowa","calhoun county",19,25,2017,25,6,0,14,19,0,1893,"541",26,244,13,77,10,155,396,4,73,80,0,221,115,224,89
"g1900270",2017,"iowa","carroll county",19,27,2017,8,0,0,46,0,0,2747,"575",77,296,11,275,18,257,663,0,162,149,0,439,168,389,127
"g1900290",2017,"iowa","cass county",19,29,2017,18,0,0,0,0,3,2809,"633",49,544,1,185,0,336,660,0,67,83,0,311,141,406,189
"g1900310",2017,"iowa","cedar county",19,31,2017,11,0,0,4,22,3,2840,"705",90,296,61,68,4,351,793,7,119,66,0,356,221,391,166
"g1900330",2017,"iowa","cerro gordo county",19,33,2017,89,0,0,65,0,0,6768,"673",253,1208,111,650,111,936,1741,0,302,247,0,1340,447,1172,343
"g1900350",2017,"iowa","cherokee county",19,35,2017,1,0,0,0,0,0,2316,"549",55,252,19,33,8,362,470,0,90,53,0,345,148,301,143
"g1900370",2017,"iowa","chickasaw county",19,37,2017,23,0,0,13,0,0,2035,"557",40,296,15,117,21,217,455,1,120,123,0,319,217,272,136
"g1900390",2017,"iowa","clarke county",19,39,2017,94,0,0,29,0,0,1438,"730",74,232,10,156,0,371,307,0,53,72,0,276,96,269,79
"g1900410",2017,"iowa","clay county",19,41,2017,22,6,0,81,64,0,2087,"629",34,286,139,200,83,281,789,0,202,179,6,350,265,426,174
"g1900430",2017,"iowa","clayton county",19,43,2017,38,32,2,46,31,3,3719,"631",66,490,42,137,5,499,711,1,141,165,0,366,214,370,194
"g1900450",2017,"iowa","clinton county",19,45,2017,46,0,0,33,0,0,7316,"645",108,1917,61,516,60,1097,1515,0,563,171,20,1316,651,1141,508
"g1900470",2017,"iowa","crawford county",19,47,2017,125,20,8,96,8,6,2423,"618",81,502,12,53,15,762,726,0,192,103,9,360,241,309,197
"g1900490",2017,"iowa","dallas county",19,49,2017,171,0,0,336,162,0,3797,"939",148,1024,49,369,6,1075,2084,3,229,208,58,1095,509,1117,383
"g1900510",2017,"iowa","davis county",19,51,2017,94,81,0,5,34,0,1180,"658",50,271,6,58,22,529,340,0,43,20,31,201,84,251,98
"g1900530",2017,"iowa","decatur county",19,53,2017,25,1,0,50,4,0,1400,"512",21,368,46,108,4,320,271,0,126,47,21,252,151,251,92
"g1900550",2017,"iowa","delaware county",19,55,2017,49,6,0,17,0,0,2525,"593",71,293,2,65,41,363,711,2,127,37,0,399,204,196,160
"g1900570",2017,"iowa","des moines county",19,57,2017,103,7,9,76,20,0,7401,"743",258,1353,14,423,27,1312,1513,0,378,292,4,971,523,1238,500
"g1900590",2017,"iowa","dickinson county",19,59,2017,21,0,0,11,24,0,2258,"743",71,425,46,81,25,343,1120,0,88,76,17,559,213,400,152
"g1900610",2017,"iowa","dubuque county",19,61,2017,118,31,13,72,164,0,10527,"742",174,2245,105,713,72,1658,3454,8,526,361,65,1702,883,2034,603
"g1900630",2017,"iowa","emmet county",19,63,2017,32,29,30,3,21,0,1745,"662",17,298,6,96,19,325,502,0,107,31,0,312,140,257,99
"g1900650",2017,"iowa","fayette county",19,65,2017,38,8,0,7,11,0,4363,"602",133,748,64,319,6,519,951,0,128,103,3,548,278,470,205
"g1900670",2017,"iowa","floyd county",19,67,2017,65,20,0,38,0,0,2518,"556",62,629,2,109,17,444,812,0,119,94,0,320,209,452,198
"g1900690",2017,"iowa","franklin county",19,69,2017,44,0,0,10,14,0,2008,"649",25,328,14,89,13,352,420,0,96,20,8,230,147,237,38
"g1900710",2017,"iowa","fremont county",19,71,2017,31,0,0,11,3,0,1234,"629",57,269,19,76,12,231,361,0,100,36,0,189,91,172,79
"g1900730",2017,"iowa","greene county",19,73,2017,19,2,0,11,0,0,1777,"605",21,286,16,71,32,229,367,0,79,20,1,181,135,168,129
"g1900750",2017,"iowa","grundy county",19,75,2017,23,11,1,4,16,0,2066,"634",53,167,9,73,21,195,571,0,66,54,4,190,143,250,95
"g1900770",2017,"iowa","guthrie county",19,77,2017,22,3,6,13,0,10,1956,"627",19,209,9,68,1,272,546,1,95,50,0,204,155,176,128
"g1900790",2017,"iowa","hamilton county",19,79,2017,7,6,0,48,5,0,2724,"653",63,395,7,191,0,398,684,0,71,70,0,282,166,342,99
"g1900810",2017,"iowa","hancock county",19,81,2017,8,2,0,16,2,0,1592,"579",24,277,17,92,11,256,581,0,76,49,5,219,123,216,106
"g1900830",2017,"iowa","hardin county",19,83,2017,24,6,0,47,5,0,3118,"607",38,416,46,121,30,357,741,0,134,98,28,267,178,310,175
"g1900850",2017,"iowa","harrison county",19,85,2017,27,1,4,15,0,0,3025,"678",76,413,26,99,10,438,569,0,119,59,0,371,237,312,159
"g1900870",2017,"iowa","henry county",19,87,2017,13,19,0,20,8,33,2768,"673",85,599,11,218,84,450,750,0,93,59,0,451,285,513,231
"g1900890",2017,"iowa","howard county",19,89,2017,13,0,0,3,0,0,1897,"580",19,185,14,85,8,167,319,0,107,70,7,203,112,103,60
"g1900910",2017,"iowa","humboldt county",19,91,2017,13,0,0,1,0,0,1607,"603",18,254,19,99,40,238,367,0,44,45,0,219,87,222,81
"g1900930",2017,"iowa","ida county",19,93,2017,7,0,0,0,0,0,1400,"453",12,181,7,44,0,194,266,0,47,36,0,152,114,114,63
"g1900950",2017,"iowa","iowa county",19,95,2017,44,5,0,4,0,0,2721,"524",44,400,62,88,1,392,554,0,93,54,22,341,190,313,100
"g1900970",2017,"iowa","jackson county",19,97,2017,14,7,0,5,22,0,2840,"623",64,581,22,151,15,621,732,0,204,114,30,350,283,367,171
"g1900990",2017,"iowa","jasper county",19,99,2017,134,23,0,80,7,0,4324,"696",384,1119,30,341,69,1005,1513,0,230,217,9,1080,547,999,374
"g1901010",2017,"iowa","jefferson county",19,101,2017,45,0,0,36,0,32,2181,"661",81,1072,19,136,11,406,890,2,206,187,8,286,205,270,225
"g1901030",2017,"iowa","johnson county",19,103,2017,402,0,13,548,213,61,7050,"929",214,2463,46,592,69,2630,2578,3,350,214,197,1757,740,1581,602
"g1901050",2017,"iowa","jones county",19,105,2017,11,19,0,56,22,0,2823,"660",44,488,116,94,4,481,707,9,143,178,0,300,196,374,179
"g1901070",2017,"iowa","keokuk county",19,107,2017,43,0,0,20,12,0,2402,"650",32,424,92,120,12,243,457,0,95,64,0,298,121,234,100
"g1901090",2017,"iowa","kossuth county",19,109,2017,27,3,11,18,0,0,2677,"636",31,282,29,60,45,274,694,0,117,153,0,271,239,314,187
"g1901110",2017,"iowa","lee county",19,111,2017,75,10,0,26,27,0,6258,"623",221,1493,79,428,100,931,1332,74,367,139,0,1061,584,1196,522
"g1901130",2017,"iowa","linn county",19,113,2017,413,70,37,441,199,18,13996,"727",364,5682,469,1763,120,4218,7486,11,1321,819,70,3743,1883,4304,1665
"g1901150",2017,"iowa","louisa county",19,115,2017,21,31,9,32,0,30,1804,"623",29,325,20,98,9,259,361,0,37,63,7,259,165,298,115
"g1901170",2017,"iowa","lucas county",19,117,2017,4,0,0,0,0,0,1406,"675",66,339,54,61,6,211,339,0,83,88,0,278,181,171,142
"g1901190",2017,"iowa","lyon county",19,119,2017,18,3,0,23,0,0,1482,"633",48,178,3,51,10,219,527,0,66,56,0,163,124,215,56
"g1901210",2017,"iowa","madison county",19,121,2017,33,1,4,9,0,0,2209,"831",42,365,6,52,12,290,650,0,10,37,0,367,229,385,132
"g1901230",2017,"iowa","mahaska county",19,123,2017,86,1,0,15,18,0,3428,"613",211,825,42,268,47,392,774,0,172,150,13,455,263,702,274
"g1901250",2017,"iowa","marion county",19,125,2017,60,4,0,59,17,0,3298,"654",128,664,86,311,51,552,1089,0,274,131,21,1010,432,779,371
"g1901270",2017,"iowa","marshall county",19,127,2017,142,37,10,237,17,27,5747,"679",239,1208,83,340,58,1215,1267,0,270,106,20,932,470,964,382
"g1901290",2017,"iowa","mills county",19,129,2017,53,0,0,15,0,0,1739,"724",85,276,40,179,28,478,429,0,140,29,9,428,287,554,129
"g1901310",2017,"iowa","mitchell county",19,131,2017,16,17,0,4,0,0,1706,"576",29,197,20,88,10,302,392,0,80,100,6,205,95,165,98
"g1901330",2017,"iowa","monona county",19,133,2017,23,10,0,3,0,0,2173,"572",63,249,18,89,13,270,515,0,79,58,12,253,124,183,63
"g1901350",2017,"iowa","monroe county",19,135,2017,37,0,0,3,0,0,1125,"613",22,150,8,41,30,192,330,8,55,27,0,261,76,160,108
"g1901370",2017,"iowa","montgomery county",19,137,2017,26,1,0,80,17,0,2326,"664",64,408,5,75,27,277,348,0,48,67,0,280,223,355,126
"g1901390",2017,"iowa","muscatine county",19,139,2017,133,28,0,93,37,34,5674,"748",169,1149,60,192,20,882,1439,0,310,99,0,726,432,879,391
"g1901410",2017,"iowa","o'brien county",19,141,2017,20,7,0,17,13,0,2196,"617",45,313,5,218,0,374,722,0,59,162,0,317,137,252,117
"g1901430",2017,"iowa","osceola county",19,143,2017,25,0,8,25,11,0,1047,"584",31,122,8,22,0,227,352,0,39,29,1,200,51,155,56
"g1901450",2017,"iowa","page county",19,145,2017,40,0,0,62,0,0,2730,"585",47,553,6,149,11,516,602,0,174,65,2,546,242,389,202
"g1901470",2017,"iowa","palo alto county",19,147,2017,21,0,0,3,23,0,1532,"562",3,242,22,75,2,272,397,0,60,97,0,295,108,258,60
"g1901490",2017,"iowa","plymouth county",19,149,2017,20,2,0,1,18,0,3102,"628",77,527,47,104,7,701,1046,3,158,150,0,463,249,400,195
"g1901510",2017,"iowa","pocahontas county",19,151,2017,15,0,2,10,0,0,1511,"553",15,275,30,30,6,217,319,0,57,36,0,169,94,204,79
"g1901530",2017,"iowa","polk county",19,153,2017,1602,273,69,2303,505,104,30391,"858",1571,15518,764,3099,301,10899,13271,26,3000,1279,150,9856,3638,10918,3817
"g1901550",2017,"iowa","pottawattamie county",19,155,2017,197,26,28,211,48,14,10981,"790",552,2932,268,985,107,3430,3964,18,728,518,20,2704,1142,2970,1075
"g1901570",2017,"iowa","poweshiek county",19,157,2017,23,0,0,23,0,0,2870,"697",40,380,7,49,10,568,715,8,101,50,0,258,125,283,110
"g1901590",2017,"iowa","ringgold county",19,159,2017,8,0,0,0,10,0,827,"561",31,158,15,55,6,150,208,0,64,43,0,123,69,130,67
"g1901610",2017,"iowa","sac county",19,161,2017,7,5,0,12,0,0,2249,"570",51,188,22,49,3,348,459,3,48,79,11,207,103,190,71
"g1901630",2017,"iowa","scott county",19,163,2017,301,42,40,312,158,3,15082,"748",650,5667,301,1631,216,4597,5808,0,1129,654,72,3731,1504,3527,1514
"g1901650",2017,"iowa","shelby county",19,165,2017,43,0,0,5,2,0,2350,"612",42,364,4,117,10,380,590,0,79,59,0,263,134,270,129
"g1901670",2017,"iowa","sioux county",19,167,2017,116,40,0,133,11,0,3195,"668",72,342,17,67,12,704,1419,0,192,168,13,323,262,480,155
"g1901690",2017,"iowa","story county",19,169,2017,54,28,0,309,144,0,5280,"857",214,1168,46,387,47,1180,2116,0,192,97,20,1026,502,1317,418
"g1901710",2017,"iowa","tama county",19,171,2017,96,17,0,69,15,4,3362,"672",47,422,41,165,5,462,632,0,186,50,24,378,140,330,136
"g1901730",2017,"iowa","taylor county",19,173,2017,6,8,0,10,3,0,1247,"603",46,132,13,57,7,229,304,0,56,61,7,210,87,146,70
"g1901750",2017,"iowa","union county",19,175,2017,31,26,0,14,0,0,2263,"594",78,360,33,172,19,268,528,0,134,94,1,376,151,406,179
"g1901770",2017,"iowa","van buren county",19,177,2017,60,5,1,6,5,0,1380,"502",49,273,14,65,17,312,392,4,22,49,27,171,125,146,68
"g1901790",2017,"iowa","wapello county",19,179,2017,164,75,7,192,9,26,5722,"636",240,1199,28,566,35,1126,1302,0,246,152,0,1092,380,855,360
"g1901810",2017,"iowa","warren county",19,181,2017,80,17,0,91,1,25,2274,"766",120,882,137,285,13,781,1421,0,232,182,34,1121,556,1088,502
"g1901830",2017,"iowa","washington county",19,183,2017,52,4,0,32,11,0,3422,"749",118,459,13,205,3,736,822,0,81,117,97,490,282,541,162
"g1901850",2017,"iowa","wayne county",19,185,2017,48,16,7,12,5,3,1263,"489",24,198,11,60,8,261,318,0,95,45,5,160,106,160,100
"g1901870",2017,"iowa","webster county",19,187,2017,23,2,0,14,62,7,5821,"614",369,1641,71,386,88,989,1206,0,272,164,0,1127,379,1172,345
"g1901890",2017,"iowa","winnebago county",19,189,2017,31,0,16,0,0,0,1536,"549",11,153,13,52,15,229,471,0,7,49,0,326,145,250,47
"g1901910",2017,"iowa","winneshiek county",19,191,2017,25,0,4,5,0,0,3315,"630",50,310,30,59,0,287,746,0,108,64,0,309,134,238,92
"g1901930",2017,"iowa","woodbury county",19,193,2017,406,37,15,341,82,86,14189,"723",584,2890,187,941,191,3766,4138,0,1076,401,53,2584,966,2511,922
"g1901950",2017,"iowa","worth county",19,195,2017,2,0,0,25,0,0,1653,"536",34,183,10,79,10,185,335,19,32,70,5,222,94,211,70
"g1901970",2017,"iowa","wright county",19,197,2017,27,7,3,16,7,0,2489,"624",77,276,15,140,8,392,658,0,101,64,8,292,186,196,156
"g2000010",2017,"kansas","allen county",20,1,2017,17,0,0,9,31,0,1553,"573",140,343,49,95,1,438,544,0,107,52,2,454,239,472,131
"g2000030",2017,"kansas","anderson county",20,3,2017,26,0,0,1,0,0,1264,"652",82,104,45,95,0,487,573,14,55,37,9,187,79,256,71
"g2000050",2017,"kansas","atchison county",20,5,2017,50,0,0,18,0,0,2931,"626",215,214,16,176,17,651,642,0,111,59,9,498,272,502,201
"g2000070",2017,"kansas","barber county",20,7,2017,13,0,0,6,5,0,1097,"562",43,80,20,55,0,223,172,0,13,24,2,177,75,98,42
"g2000090",2017,"kansas","barton county",20,9,2017,57,0,0,135,47,0,3379,"626",218,310,44,128,32,1614,1190,0,158,91,13,606,379,631,290
"g2000110",2017,"kansas","bourbon county",20,11,2017,26,44,0,24,93,8,2260,"594",148,318,49,206,13,646,731,0,205,40,10,511,241,612,266
"g2000130",2017,"kansas","brown county",20,13,2017,52,0,0,9,0,0,2006,"580",52,96,28,130,7,457,442,0,56,45,2,322,150,342,196
"g2000150",2017,"kansas","butler county",20,15,2017,189,52,0,159,85,9,3516,"742",444,662,124,250,102,2340,2394,0,517,181,0,1265,603,1479,787
"g2000170",2017,"kansas","chase county",20,17,2017,2,0,0,10,0,0,531,"600",16,43,4,23,0,113,99,0,39,25,7,118,66,92,38
"g2000190",2017,"kansas","chautauqua county",20,19,2017,8,0,0,21,0,0,834,"575",45,76,14,78,1,230,239,0,54,13,4,129,100,151,81
